feature_p1,feature_p2,feature_p3,feature_s1,feature_s2,feature_s3,vibration,vertical_acceleration_mps2,acoustic_db,timestamp,lift_identifier,failure_type
1761,26.2,164.0,297.5,308.7,5479.404529,2.440538133530399,0.023272651960519537,58.43925316966617,2025-10-13 22:31:04.782208,WP PMA 80466,No failure
1278,60.5,32.0,298.6,308.3,5379.635716,1.141631339605319,0.1809342780089995,58.39082939823193,2025-10-13 22:45:42.782208,WP PMA 80467,No failure
1366,49.7,74.0,299.2,308.5,5386.238881,45.32958564048296,1.215939721799948,82.21845222297605,2025-10-13 22:48:22.782208,WP PMA 80466,signal delay
1480,40.0,148.0,300.5,309.9,5324.912784,3.1004366636185527,0.13582776879320854,55.001624444251526,2025-10-13 22:53:16.782208,WP PMA 80467,No failure
1774,23.0,30.0,297.2,308.6,5264.518249,2.728922334449699,0.08453276468687504,55.720933031595244,2025-10-13 22:56:04.782208,WP PMA 80271,No failure
1629,32.5,45.0,298.1,309.9,5446.587601,23.75340627019404,1.9241090702893169,87.54583502901593,2025-10-13 22:57:18.782208,WP PMA 80466,door close delay
1301,58.5,155.0,298.0,307.6,5372.157025,2.349119731639589,0.11481181043014993,57.7878952681647,2025-10-13 22:59:25.782208,WP PMA 80466,No failure
1428,43.0,53.0,299.1,310.5,5487.401929,4.866204937381361,0.035300243989336455,60.6528295116681,2025-10-13 22:59:59.782208,WP PMA 80467,No failure
1736,26.1,146.0,299.6,309.0,5380.956025,1.0242392374453817,0.12141427796908537,57.280377864446585,2025-10-13 23:02:39.782208,WP PMA 80271,No failure
1453,37.6,112.0,297.5,308.7,5330.4601,2.443785150161028,0.1490400802883156,62.92781758152263,2025-10-13 23:12:51.782208,WP PMA 80467,No failure
1502,39.8,34.0,299.2,310.4,5468.306704,0.6873613069280532,0.05903233243511956,57.81058253114102,2025-10-13 23:42:22.782208,WP PMA 80466,No failure
1242,60.9,117.0,299.0,308.1,5362.047076,1.5804169937237444,0.0689378759091354,62.49292478922109,2025-10-14 00:00:33.782208,WP PMA 80466,No failure
1372,54.7,95.0,301.8,310.6,5305.6656,4.447798365744909,0.1999057737543278,56.87543378461094,2025-10-14 00:05:21.782208,WP PMA 80467,No failure
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-10-14 00:12:30.782208,WP PMA 80467,Random failure
1375,42.7,58.0,298.9,309.3,5474.816064,36.69009158864943,0.8981628206628844,98.64108579120862,2025-10-14 00:35:30.782208,WP PMA 80466,door close delay
1618,30.3,125.0,299.7,311.1,5488.290889,40.60410458568789,0.9727397823334152,91.90296894800397,2025-10-14 00:41:15.782208,WP PMA 80467,door close delay
1581,47.4,51.0,298.1,308.7,5470.525369,49.33111180790905,0.5420956171257758,97.1445135404005,2025-10-14 01:38:43.782208,WP PMA 80467,door close delay
1654,31.1,158.0,298.9,310.2,5413.133476,3.6670050261125775,0.17033452969815938,56.90217571726911,2025-10-14 01:42:21.782208,WP PMA 80466,No failure
1609,27.6,108.0,300.7,310.6,5252.045841,27.408002308158085,1.5516235058130665,90.91280030971026,2025-10-14 01:50:05.782208,WP PMA 80466,door close delay
1436,54.1,90.0,301.4,310.7,5512.320025,48.21507638039077,1.0595772874397975,95.62059277481504,2025-10-14 02:10:30.782208,WP PMA 80466,signal delay
1352,52.0,69.0,301.2,310.6,5257.7001,2.18105697808911,0.11192453487547659,61.64373348726052,2025-10-14 02:21:07.782208,WP PMA 80271,No failure
1534,33.7,47.0,298.1,310.0,5446.44,36.52876351172468,0.8635648460473964,87.49703042419631,2025-10-14 02:26:44.782208,WP PMA 80271,door close delay
1604,39.4,9.0,297.2,308.3,5419.462689,3.492781977513472,0.022348195455917402,57.42128382393878,2025-10-14 02:27:17.782208,WP PMA 80467,No failure
1268,58.0,90.0,299.8,309.1,5380.2225,2.609332386814435,0.07335254632022424,61.08990081966259,2025-10-14 02:27:38.782208,WP PMA 80271,No failure
1373,51.2,215.0,298.0,308.2,5359.411264,4.503456542085939,0.05079256309715719,58.16186467123621,2025-10-14 03:04:14.782208,WP PMA 80467,No failure
1486,38.9,106.0,300.7,310.9,5518.558369,27.887507757506174,1.9882297442715522,90.94967991009187,2025-10-14 03:19:41.782208,WP PMA 80467,door close delay
1434,42.5,175.0,304.2,313.4,5487.994561,29.469631294351835,1.4768985738303422,80.94332617051371,2025-10-14 03:21:05.782208,WP PMA 80466,door open delay
1390,53.4,175.0,297.6,308.6,5279.766244,4.226294250223021,0.12096134190582969,56.12482763883907,2025-10-14 03:24:29.782208,WP PMA 80467,No failure
1618,35.1,173.0,298.8,309.3,5303.626276,4.597234284306193,0.10659339523840819,64.68222092286808,2025-10-14 03:32:23.782208,WP PMA 80467,No failure
1498,39.5,47.0,299.3,308.6,5385.945321,4.6305837179850675,0.03679553271952133,56.565780437880484,2025-10-14 03:33:38.782208,WP PMA 80467,No failure
1600,42.1,190.0,297.4,308.5,5456.185956,39.53285650511512,1.1928274910068417,93.8165756167538,2025-10-14 03:35:30.782208,WP PMA 80271,signal delay
1475,47.9,79.0,302.4,311.0,5282.673124,37.29116374458573,1.6642971181662811,88.8607658808726,2025-10-14 03:38:31.782208,WP PMA 80466,Random failure
1514,37.9,9.0,298.0,308.2,5463.575056,46.10254144113112,0.6079530709041836,88.48324434748507,2025-10-14 03:42:38.782208,WP PMA 80467,signal delay
1372,48.5,,298.8,309.2,5473.780225,2.9777874284752683,0.027273007392514224,58.99547388797408,2025-10-14 03:45:48.782208,WP PMA 80466,No failure
1364,55.6,163.0,297.2,308.5,5347.558129,36.461385699506096,1.9983719108979061,90.26570522546112,2025-10-14 03:58:20.782208,WP PMA 80467,door open delay
1532,36.3,2.0,301.3,310.0,5419.757161,3.198556285585527,0.14202909271022698,55.424965369569854,2025-10-14 04:03:21.782208,WP PMA 80466,No failure
1410,48.1,23.0,297.3,308.3,5419.168225,4.385176439351734,0.04616047051723046,55.71918536629496,2025-10-14 04:07:26.782208,WP PMA 80467,No failure
1513,40.0,51.0,300.4,311.7,5244.077056,25.14323664801961,0.5049198162018053,96.51196761417759,2025-10-14 04:08:15.782208,WP PMA 80271,door close delay
1553,44.7,173.0,301.4,310.4,5510.538289,3.9342473628485046,0.1737374706695621,63.063682926086585,2025-10-14 04:10:33.782208,WP PMA 80466,No failure
1513,38.0,38.0,300.9,311.9,5491.254609,45.398608991025895,1.6628507955465734,97.30340726359175,2025-10-14 04:27:47.782208,WP PMA 80467,door open delay
1397,46.9,82.0,302.6,311.9,5268.582225,46.33389815864494,0.5851979464331976,90.61406537998971,2025-10-14 04:39:13.782208,WP PMA 80271,Random failure
1528,46.3,203.0,296.7,308.1,5331.628324,27.188963976400803,1.6875662775840243,86.29292509365149,2025-10-14 04:54:13.782208,WP PMA 80467,signal delay
1623,33.4,74.0,297.5,309.3,5450.130625,35.32667695115313,1.498253405644066,95.89964159155058,2025-10-14 05:22:28.782208,WP PMA 80271,door close delay
1579,33.4,50.0,296.7,307.9,5438.177536,29.652550279830812,1.5245415270414138,90.68371500473029,2025-10-14 05:42:05.782208,WP PMA 80467,signal delay
1564,37.5,20.0,297.5,309.3,5451.311889,3.3611790992889885,0.1765301956023231,55.13558317932628,2025-10-14 05:51:15.782208,WP PMA 80466,No failure
1483,41.5,96.0,299.0,310.4,5487.105625,1.6579731271535305,0.03949398600517087,64.53680334773256,2025-10-14 06:19:54.782208,WP PMA 80466,No failure
1605,37.0,84.0,296.9,307.8,5333.234841,23.86851950907212,0.9415366239424456,83.55504684964758,2025-10-14 06:31:56.782208,WP PMA 80466,door close delay
1605,31.0,18.0,298.4,307.9,5391.083776,3.3116085839133076,0.04582211945911172,64.49064014301655,2025-10-14 06:36:01.782208,WP PMA 80271,No failure
1476,42.3,107.0,297.4,308.6,5453.674801,2.7064843153339213,0.011547743630171808,56.10362282577387,2025-10-14 06:39:19.782208,WP PMA 80271,No failure
1395,43.7,215.0,300.7,311.7,5495.405161,4.625097391193423,0.19883217274139495,63.968613043662195,2025-10-14 06:49:52.782208,WP PMA 80466,No failure
1504,44.8,111.0,303.5,312.9,5271.486025,1.7858148489006147,0.015418278696202915,55.69668831252157,2025-10-14 06:59:53.782208,WP PMA 80467,No failure
1423,49.5,200.0,298.7,309.1,5462.540281,44.33656037912953,1.588388563096027,90.18336290840858,2025-10-14 07:00:25.782208,WP PMA 80271,door open delay
1557,31.6,52.0,300.8,310.9,5520.044209,23.535299894024025,1.8677102114598112,91.6199465983229,2025-10-14 07:14:42.782208,WP PMA 80466,door open delay
1686,29.1,60.0,298.1,309.9,5446.144804,43.922000807869985,1.3483092713247107,80.57454392069313,2025-10-14 07:14:47.782208,WP PMA 80271,door close delay
1329,50.6,148.0,302.5,310.2,5280.347556,0.6935264656428402,0.06982769325614753,62.49459332029488,2025-10-14 07:26:36.782208,WP PMA 80466,No failure
1683,31.5,8.0,300.5,310.3,5520.341401,1.6508138340933576,0.0332983373157916,57.35951843219969,2025-10-14 07:34:59.782208,WP PMA 80271,No failure
1447,47.1,185.0,298.2,309.4,5258.425225,3.952957513275378,0.16305494366134446,64.4383358473313,2025-10-14 07:42:54.782208,WP PMA 80467,No failure
1915,22.3,116.0,303.6,312.3,5275.843225,30.152304086590867,1.3571095834850015,96.856841139973,2025-10-14 07:50:27.782208,WP PMA 80271,door close delay
1730,30.2,106.0,300.5,311.6,5244.6564,2.4847634854945646,0.1987185968855241,63.25953094144696,2025-10-14 07:56:46.782208,WP PMA 80466,No failure
1355,51.4,76.0,297.0,308.1,5418.284881,21.531168293332144,1.2389006808121412,85.78997715095218,2025-10-14 08:01:48.782208,WP PMA 80467,Random failure
1368,49.1,,298.8,309.1,5473.780225,3.07972647461377,0.12078732188834004,60.14013512475964,2025-10-14 08:02:56.782208,WP PMA 80271,No failure
1664,28.1,67.0,297.4,308.4,5275.697956,3.781397175151503,0.10957085284664464,55.5552951685874,2025-10-14 08:04:43.782208,WP PMA 80467,No failure
1502,43.2,139.0,297.6,308.3,5260.455841,45.25046550085902,0.681504933084405,84.61137984892757,2025-10-14 08:05:04.782208,WP PMA 80271,door close delay
1571,38.3,59.0,299.3,309.1,5395.343209,3.3266060799228097,0.03774416021985573,60.109771501607504,2025-10-14 08:11:23.782208,WP PMA 80467,No failure
1528,39.9,160.0,297.5,308.4,5319.951844,3.1875173700637465,0.19598164098484352,64.0644464671149,2025-10-14 08:16:34.782208,WP PMA 80271,No failure
1383,48.7,147.0,295.6,306.1,5432.574436,42.06220479764772,0.8198605991308731,86.20096073009861,2025-10-14 08:18:10.782208,WP PMA 80466,door close delay
2041,19.2,174.0,302.6,311.6,5443.783524,0.5010258748578803,0.15793400974231978,57.99546216176539,2025-10-14 08:23:30.782208,WP PMA 80271,No failure
1464,49.1,171.0,303.9,313.4,5271.195609,49.98468948636307,0.7407190196670943,80.1908078185052,2025-10-14 08:25:51.782208,WP PMA 80271,door open delay
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-10-14 08:34:23.782208,WP PMA 80271,Random failure
1383,48.7,147.0,295.6,306.1,5432.574436,42.06220479764772,0.8198605991308731,86.20096073009861,2025-10-14 08:35:29.782208,WP PMA 80466,door close delay
1472,45.1,70.0,297.9,308.5,5470.377444,1.2703493129196313,0.16763540470827737,58.92731497317267,2025-10-14 08:45:43.782208,WP PMA 80466,No failure
1702,29.3,,300.9,310.5,5516.329984,3.695941861811869,0.029540499254755673,57.789175823497494,2025-10-14 08:52:41.782208,WP PMA 80466,No failure
1686,28.9,59.0,301.7,310.2,5281.800976,41.80940364666146,1.806523433807369,93.02853967611605,2025-10-14 09:05:55.782208,WP PMA 80271,door open delay
1893,24.6,15.0,297.7,309.3,5323.745296,2.555540011335278,0.05325393322567434,61.67926229337655,2025-10-14 09:15:29.782208,WP PMA 80466,No failure
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-10-14 09:17:46.782208,WP PMA 80466,door open delay
1533,35.2,92.0,298.4,310.1,5445.702025,3.778136157724413,0.09448923862649262,64.97219865032133,2025-10-14 09:21:39.782208,WP PMA 80467,No failure
1406,50.5,187.0,302.0,311.1,5434.785841,3.0273754266160964,0.06771760186129537,56.63910802789619,2025-10-14 09:37:13.782208,WP PMA 80466,No failure
1440,52.5,200.0,300.6,310.7,5519.895616,1.4116931181827963,0.1264052990819329,58.06420971585978,2025-10-14 09:41:59.782208,WP PMA 80467,No failure
1704,29.7,103.0,300.4,311.5,5495.998225,2.8657846487660525,0.05315599660335025,58.40288590740095,2025-10-14 09:58:48.782208,WP PMA 80467,No failure
1641,31.1,,298.7,310.1,5251.466089,4.819455002840332,0.07771455143011706,62.96516525352267,2025-10-14 10:09:28.782208,WP PMA 80271,No failure
1438,51.0,106.0,302.6,311.0,5282.527761,23.436251011580417,1.008899545945385,91.43758397735473,2025-10-14 10:11:33.782208,WP PMA 80271,signal delay
1460,46.7,150.0,297.6,308.7,5319.805969,1.8478502077282513,0.14756884133431605,60.97144585659387,2025-10-14 10:14:09.782208,WP PMA 80271,No failure
1542,35.1,204.0,301.3,311.0,5265.534096,3.5180140071521326,0.1718324381753311,59.69507813377886,2025-10-14 10:19:19.782208,WP PMA 80466,No failure
2077,19.1,80.0,296.4,307.3,5422.407769,1.339000394426422,0.17287248190938978,64.79199573252141,2025-10-14 10:41:20.782208,WP PMA 80466,No failure
1695,30.9,108.0,301.3,310.4,5313.389449,2.3019428831785755,0.18523421123159953,64.05534628563794,2025-10-14 10:56:07.782208,WP PMA 80467,No failure
1937,21.8,205.0,301.4,310.1,5319.805969,2.847683139036371,0.060546839944186095,64.82129590423453,2025-10-14 11:02:16.782208,WP PMA 80466,No failure
1649,29.4,49.0,303.3,311.8,5276.133769,3.476299546764457,0.05533669504962434,56.076065494450354,2025-10-14 11:10:15.782208,WP PMA 80271,No failure
1906,21.2,110.0,302.4,310.1,5280.492889,27.30105111905368,0.7259684380530005,99.21154813216347,2025-10-14 11:30:43.782208,WP PMA 80271,door close delay
1386,49.0,35.0,303.5,312.3,5480.144784,2.8815349626154747,0.07080780469503145,60.26705144762112,2025-10-14 11:38:30.782208,WP PMA 80466,No failure
1504,42.6,109.0,301.5,311.0,5264.808481,0.676318727104152,0.16186388252394038,62.73557790499354,2025-10-14 12:01:27.782208,WP PMA 80466,No failure
1489,38.9,179.0,301.4,310.9,5513.211001,46.01291865485403,1.7532549414630427,85.77953653546403,2025-10-14 12:03:35.782208,WP PMA 80467,door open delay
1546,36.2,177.0,298.3,309.6,5258.425225,0.9134737182348585,0.19144421381642412,60.72893412954958,2025-10-14 12:14:21.782208,WP PMA 80271,No failure
1473,39.9,184.0,298.4,308.3,5468.6025,26.055495263783655,1.7852296960269574,95.2760721632894,2025-10-14 12:14:42.782208,WP PMA 80271,door close delay
1719,31.9,0.0,301.9,309.7,5281.074241,0.23815835379136366,0.019992258783387715,58.480842848319725,2025-10-14 12:19:35.782208,WP PMA 80271,No failure
1381,65.2,136.0,300.3,311.2,5246.394624,0.7018042635397472,0.03173648840419998,64.85439001124408,2025-10-14 12:20:04.782208,WP PMA 80271,No failure
1577,36.5,4.0,300.5,311.6,5495.2569,2.049555504591137,0.1666203275179162,60.946624925834556,2025-10-14 12:24:59.782208,WP PMA 80271,No failure
1578,34.1,120.0,301.5,310.6,5317.180561,1.8860024525355796,0.09258951892930291,60.892669735720865,2025-10-14 12:39:51.782208,WP PMA 80466,No failure
1563,32.8,51.0,298.1,309.9,5446.44,23.249154431791236,1.3895731218270553,92.09673056674498,2025-10-14 12:40:31.782208,WP PMA 80466,door close delay
1416,58.7,156.0,303.8,312.8,5272.2121,33.788869839697,1.2694095011541886,98.03901176263835,2025-10-14 12:57:26.782208,WP PMA 80466,door open delay
1502,46.7,197.0,299.1,308.8,5352.3856,2.0258274998161605,0.055423755945690795,60.511138511231664,2025-10-14 13:40:55.782208,WP PMA 80271,No failure
1508,37.8,150.0,300.5,309.8,5409.455401,0.3915324481011424,0.0655648276995362,59.05728875470591,2025-10-14 13:41:18.782208,WP PMA 80466,No failure
1411,51.3,43.0,298.9,308.2,5388.734464,4.870896882134754,0.1876400247688658,63.41238041957318,2025-10-14 13:49:31.782208,WP PMA 80271,No failure
1416,61.8,209.0,300.7,310.4,5504.304481,21.449680119185427,1.6055801123947226,87.14991297931678,2025-10-14 14:03:31.782208,WP PMA 80467,signal delay
1742,28.9,150.0,299.2,308.5,5361.314841,2.246528604175497,0.1127789417487984,59.534104253254,2025-10-14 14:05:16.782208,WP PMA 80467,No failure
1558,37.6,44.0,298.7,310.1,5486.216761,1.2225597730769922,0.030020886135693592,59.981159410647635,2025-10-14 14:23:05.782208,WP PMA 80271,No failure
1407,51.1,157.0,300.6,310.4,5504.601249,1.96928488872385,0.05747630883804616,59.39216100810555,2025-10-14 14:34:31.782208,WP PMA 80467,No failure
1412,52.4,142.0,300.0,310.5,5500.892224,2.3711548306109025,0.07298619443314049,64.89110213624352,2025-10-14 14:34:34.782208,WP PMA 80467,No failure
1695,26.7,28.0,300.5,310.5,5249.582116,31.321847723618333,0.611570596074849,91.54170591118405,2025-10-14 14:38:10.782208,WP PMA 80271,drive delay
1387,57.6,50.0,298.6,309.6,5464.462084,31.02007056378983,1.924982620112702,85.77319677094144,2025-10-14 14:47:04.782208,WP PMA 80467,signal delay
1648,29.6,157.0,302.0,310.3,5284.272249,45.846751847405464,1.916727041356644,80.06354773317213,2025-10-14 14:51:50.782208,WP PMA 80271,drive delay
1706,28.8,111.0,299.9,311.4,5493.626161,41.441868880496905,0.5863150585353729,86.83961198318863,2025-10-14 15:04:40.782208,WP PMA 80271,door close delay
1686,27.9,135.0,301.5,310.7,5257.410064,0.5303393610971427,0.09170350216409434,59.86418678702289,2025-10-14 15:12:06.782208,WP PMA 80271,No failure
1691,30.3,49.0,298.1,308.7,5471.708841,3.510320634437692,0.14304551856525338,62.42581880694528,2025-10-14 15:12:46.782208,WP PMA 80467,No failure
1387,57.6,50.0,298.6,309.6,5464.462084,31.02007056378983,1.924982620112702,85.77319677094144,2025-10-14 15:20:44.782208,WP PMA 80466,signal delay
1484,39.2,8.0,298.8,308.4,5461.357801,38.09016038139223,0.9003470073560125,93.988876876617,2025-10-14 15:24:04.782208,WP PMA 80466,signal delay
1664,27.6,145.0,298.1,307.7,5366.881081,0.29961560747806326,0.022948929197934308,62.5818545879713,2025-10-14 16:10:12.782208,WP PMA 80466,No failure
1446,36.6,227.0,297.1,308.1,5419.609924,43.297600346955875,1.571528479618523,90.93819912138767,2025-10-14 16:58:08.782208,WP PMA 80271,door close delay
1686,28.9,59.0,301.7,310.2,5281.800976,41.80940364666146,1.806523433807369,93.02853967611605,2025-10-14 17:09:15.782208,WP PMA 80467,door open delay
1388,49.4,128.0,300.3,311.1,5497.184449,2.3705114739777664,0.13664660282980806,56.646196341760856,2025-10-14 17:14:15.782208,WP PMA 80271,No failure
1543,39.6,205.0,297.1,308.4,5264.082916,4.94308482842757,0.1046997172261796,61.39873193698419,2025-10-14 17:17:47.782208,WP PMA 80466,No failure
1811,26.8,47.0,300.5,311.7,5493.922641,1.705216537269652,0.139117545892717,60.027147316766026,2025-10-14 17:19:07.782208,WP PMA 80271,No failure
1429,48.5,164.0,298.2,309.1,5355.897856,3.1759036855343177,0.08746647083830271,57.5739160384234,2025-10-14 17:30:44.782208,WP PMA 80466,No failure
1471,44.9,14.0,297.6,307.1,5367.760225,0.7955045377152741,0.16944629001447645,60.001596693181256,2025-10-14 17:33:05.782208,WP PMA 80467,No failure
1394,40.3,11.0,298.7,309.8,5353.995241,1.0989322753735469,0.17724694551207923,55.62618684755149,2025-10-14 17:37:29.782208,WP PMA 80271,No failure
1557,31.6,52.0,300.8,310.9,5520.044209,23.535299894024025,1.8677102114598112,91.6199465983229,2025-10-14 17:39:37.782208,WP PMA 80466,door open delay
1442,40.9,23.0,304.2,313.0,5485.920489,2.096378909659218,0.055560290846376745,60.143804956347616,2025-10-14 17:50:59.782208,WP PMA 80467,No failure
1828,26.3,82.0,302.0,310.4,5283.545344,1.5052425050264886,0.14988607169509918,64.89639973546485,2025-10-14 17:56:59.782208,WP PMA 80467,No failure
1644,37.2,195.0,302.4,311.8,5267.275776,4.584523712621522,0.1278926230769005,62.40344445146116,2025-10-14 18:10:59.782208,WP PMA 80466,No failure
1366,50.4,74.0,297.2,308.6,5479.996729,3.0516643789535896,0.04945317411227061,62.23365483843929,2025-10-14 18:19:25.782208,WP PMA 80467,No failure
1716,28.2,117.0,299.9,309.8,5250.161764,3.3551112034029344,0.03157986899909111,62.4638384479448,2025-10-14 18:21:16.782208,WP PMA 80271,No failure
1689,30.6,110.0,301.4,310.4,5317.472241,3.7086313493089613,0.03787199987751491,62.3156088099899,2025-10-14 18:23:22.782208,WP PMA 80466,No failure
1772,28.4,177.0,298.9,308.7,5390.643241,2.2299296454127164,0.024083388754418907,58.63978852501554,2025-10-14 18:33:16.782208,WP PMA 80467,No failure
1362,47.6,188.0,300.4,311.8,5244.366724,1.571724131613386,0.10850404839871379,58.317049920425966,2025-10-14 18:38:26.782208,WP PMA 80271,No failure
1674,30.8,0.0,303.5,312.1,5276.424321,4.787490747477492,0.10552830843486627,58.094507222757755,2025-10-14 18:56:56.782208,WP PMA 80271,No failure
1582,37.2,68.0,297.4,308.4,5321.556601,3.4776986882533536,0.1116148650692135,59.84243307894039,2025-10-14 19:05:32.782208,WP PMA 80271,No failure
1529,36.6,105.0,298.2,307.9,5305.228569,3.702523801969299,0.1292557264220442,56.27057941995248,2025-10-14 19:32:46.782208,WP PMA 80271,No failure
1608,31.4,86.0,301.3,310.7,5254.8001,3.559974065291417,0.0630997670170054,61.70352363406012,2025-10-14 19:45:39.782208,WP PMA 80466,No failure
1387,57.6,50.0,298.6,309.6,5464.462084,31.02007056378983,1.924982620112702,85.77319677094144,2025-10-14 19:49:49.782208,WP PMA 80271,signal delay
1701,28.4,127.0,301.4,311.0,5515.884361,2.829354659189854,0.1272694825011557,60.61126989235596,2025-10-14 19:56:45.782208,WP PMA 80271,No failure
1639,36.6,121.0,302.3,311.7,5433.901225,3.5498424840505347,0.16288614282789363,64.12031157631138,2025-10-14 20:01:55.782208,WP PMA 80466,No failure
1521,42.3,215.0,299.2,308.9,5356.483344,48.52642714523353,0.5951679291380665,96.63168155565477,2025-10-14 20:02:17.782208,WP PMA 80271,signal delay
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-10-14 20:17:43.782208,WP PMA 80271,door open delay
1334,48.0,42.0,298.6,310.0,5410.926481,44.6921753251622,1.7757381645190178,97.48377633205858,2025-10-14 20:20:30.782208,WP PMA 80271,door open delay
1748,29.9,140.0,300.8,310.9,5262.922116,1.7505174700282826,0.127324070777768,57.74404330258477,2025-10-14 20:21:00.782208,WP PMA 80271,No failure
1309,43.3,68.0,301.8,310.7,5430.068721,22.956864858730775,1.8043351812228186,97.79950059938305,2025-10-14 20:36:44.782208,WP PMA 80271,door open delay
1380,51.6,184.0,301.9,311.1,5300.131204,3.701430319899766,0.07172769181268333,55.96918346668175,2025-10-14 20:43:48.782208,WP PMA 80466,No failure
1359,61.1,67.0,299.5,310.1,5248.567809,1.5250244320305968,0.03010985961319923,56.322047703252565,2025-10-14 20:49:57.782208,WP PMA 80271,No failure
1375,42.7,58.0,298.9,309.3,5474.816064,36.69009158864943,0.8981628206628844,98.64108579120862,2025-10-14 20:52:16.782208,WP PMA 80271,door close delay
1657,31.0,70.0,299.0,310.3,5354.580625,3.736252095699041,0.029261200695718165,56.996131606151046,2025-10-14 20:59:54.782208,WP PMA 80271,No failure
1465,43.5,140.0,302.2,310.9,5440.242564,4.000344303725637,0.12400751599738188,61.03944522060074,2025-10-14 21:12:53.782208,WP PMA 80467,No failure
1608,33.1,97.0,302.0,310.4,5283.545344,0.5307246904711702,0.13580526793728245,63.15681415708932,2025-10-14 21:14:51.782208,WP PMA 80467,No failure
1563,32.8,51.0,298.1,309.9,5446.44,23.249154431791236,1.3895731218270553,92.09673056674498,2025-10-14 21:26:53.782208,WP PMA 80466,door close delay
1446,45.4,86.0,300.7,312.3,5242.918464,2.188527020089466,0.013098665431271288,56.43506741847568,2025-10-14 21:45:35.782208,WP PMA 80466,No failure
1588,41.3,0.0,299.6,309.1,5372.157025,26.46854447660091,1.4917981431887635,95.72411595126835,2025-10-14 21:46:31.782208,WP PMA 80466,Random failure
1528,31.1,194.0,298.2,307.8,5395.930849,4.901499110883856,0.050555663572497266,64.54642882837105,2025-10-14 21:54:26.782208,WP PMA 80467,No failure
1449,44.1,112.0,298.9,309.9,5302.898041,1.3611679239800671,0.0774210371045907,61.73072172323778,2025-10-14 22:01:05.782208,WP PMA 80467,No failure
1550,34.9,111.0,301.0,312.3,5241.76,40.43445593905051,1.6685544741278708,90.85306688363391,2025-10-14 22:13:32.782208,WP PMA 80271,door open delay
1339,52.1,36.0,297.3,308.4,5418.873769,0.12355587037715875,0.10772942941397877,57.88550776187835,2025-10-14 22:19:00.782208,WP PMA 80466,No failure
1422,47.3,25.0,299.3,309.0,5394.9025,1.2539042454494782,0.11308651319776646,58.77298812090127,2025-10-14 22:30:17.782208,WP PMA 80271,No failure
1684,29.8,156.0,304.2,313.5,5273.083456,2.0675308561929415,0.14876844970364336,55.35118896679518,2025-10-14 22:52:11.782208,WP PMA 80271,No failure
1420,46.7,136.0,299.8,309.5,5396.3716,1.6326757757011152,0.05476482925222674,64.979897759403,2025-10-14 22:59:14.782208,WP PMA 80467,No failure
1377,41.6,34.0,303.4,311.9,5477.184064,4.434827550424944,0.0574258705497206,62.393936473245134,2025-10-14 23:07:28.782208,WP PMA 80466,No failure
1639,32.9,94.0,302.0,310.5,5283.545344,4.054253554667239,0.08377557070937024,61.248147374161306,2025-10-14 23:10:37.782208,WP PMA 80467,No failure
1602,37.3,31.0,299.6,309.2,5371.570681,2.5266020957592548,0.15599616183000958,64.90604932364322,2025-10-14 23:19:43.782208,WP PMA 80467,No failure
1751,23.8,196.0,302.9,311.2,5278.313104,2.27406798461663,0.0415424644924151,64.23065702126534,2025-10-14 23:26:32.782208,WP PMA 80271,No failure
1605,37.0,84.0,296.9,307.8,5333.234841,23.86851950907212,0.9415366239424456,83.55504684964758,2025-10-14 23:32:14.782208,WP PMA 80467,door close delay
1625,38.0,46.0,300.1,309.6,5398.428676,1.2606458998295351,0.10287812805609442,56.950666474771026,2025-10-14 23:33:06.782208,WP PMA 80466,No failure
1485,40.5,188.0,300.2,310.1,5503.117489,44.27777270700361,1.00731822680138,85.07467411154907,2025-10-14 23:34:42.782208,WP PMA 80467,door close delay
1366,49.7,74.0,299.2,308.5,5386.238881,45.32958564048296,1.215939721799948,82.21845222297605,2025-10-15 00:03:50.782208,WP PMA 80467,signal delay
1959,22.3,157.0,303.5,311.7,5472.448576,29.43254792505012,0.8841722655722568,98.0943208432986,2025-10-15 00:05:55.782208,WP PMA 80466,signal delay
1332,60.5,112.0,300.3,311.3,5246.539489,3.9824396067547427,0.09778543767645832,64.64910983496057,2025-10-15 00:27:34.782208,WP PMA 80467,No failure
1574,38.7,30.0,302.5,312.2,5268.001561,45.14604826414569,0.6896049610735586,92.43308617994987,2025-10-15 00:34:11.782208,WP PMA 80467,signal delay
1610,32.2,17.0,302.9,310.8,5467.1236,3.035410430741167,0.11831054648266384,58.378993045041724,2025-10-15 00:40:19.782208,WP PMA 80467,No failure
1534,33.2,75.0,298.3,308.2,5462.096836,38.38206123061534,1.8642989668196104,93.6352359612934,2025-10-15 00:44:08.782208,WP PMA 80467,door close delay
1383,48.7,147.0,295.6,306.1,5432.574436,42.06220479764772,0.8198605991308731,86.20096073009861,2025-10-15 00:55:57.782208,WP PMA 80467,door close delay
